id,name,rating,rank,popularity,members,favorites
2109,Rockman.EXE Stream,7.32, 2019, 3712,2555,14
1652,Uchuu Senkan Yamato 3,7.32, 2020, 4521,1528,2
1546,Negima!,7.32, 2021, 932,32372,247
1521,Black Jack the Movie,7.32, 2022, 2938,4581,8
1358,Hokuto no Ken Movie,7.32, 2023, 2499,6486,39
1329,Rail of the Star: A True Story of Children,7.32, 2024, 5480,830,1
1108,Senkaiden Houshin Engi,7.32, 2025, 2235,8422,55
915,Ginga Densetsu Weed,7.32, 2026, 2830,5017,125
613,Onmyou Taisenki,7.32, 2027, 3425,3165,13
369,Boogiepop wa Warawanai: Boogiepop Phantom,7.32, 2028, 942,31983,291
21085,Witch Craft Works,7.31, 2029, 504,56842,125
21073,Puchimas!!: Petit Petit iDOLM@STER,7.31, 2030, 3542,2888,3
20457,Inari Konkon Koi Iroha.,7.31, 2031, 851,35523,81
20021,Sword Art Online: Extra Edition,7.31, 2032, 433,63669,210
19159,Genshiken Nidaime OVA,7.31, 2033, 2863,4877,1
16033,Karneval,7.31, 2034, 2409,7147,57
15735,Jormungand: Perfect Order - First Stage Soushuuhen,7.31, 2035, 3281,3528,3
12637,Mo Gyutto Love de Sekkinchuu!,7.31, 2036, 3345,3360,2
11053,Doraemon: Nobita and the Miracle Island - Animal Adventure,7.31, 2037, 6423,444,0
10842,Fullmetal Alchemist: Milos no Seinaru Hoshi Specials,7.31, 2038, 2393,7235,6
10681,Blood-C: The Last Dark,7.31, 2039, 1289,21152,32
8857,Nichijou Episode 0,7.31, 2040, 1204,23818,9
7817,B Gata H Kei,7.31, 2041, 188,112047,721
7059,Black★Rock Shooter (OVA),7.31, 2042, 209,103849,701
6930,Doraemon: The New Record of Nobita - Spaceblazer,7.31, 2043, 6090,569,0
5670,GA: Geijutsuka Art Design Class,7.31, 2044, 2044,9967,32
5658,Great Mazinger,7.31, 2045, 4954,1170,6
5019,Lupin III: Sweet Lost Night,7.31, 2046, 4403,1658,1
4382,Suzumiya Haruhi no Yuuutsu (2009),7.31, 2047, 92,157298,1061
4071,Black Jack TV: Lost Episodes,7.31, 2048, 5127,1050,1
3221,Shakugan no Shana Movie Special,7.31, 2049, 1507,16613,16
2920,Ashita no Joe (Movie),7.31, 2050, 5475,835,0
2818,Madou King Granzort,7.31, 2051, 6149,548,7
2671,Doraemon: Nobitas Great Demon,7.3, 2052, 6115,560,2
2484,Gear Fighter Dendoh,7.31, 2053, 4997,1141,8
1371,Hi no Tori,7.31, 2054, 3448,3116,12
1086,Kenran Butou Sai: The Mars Daybreak,7.31, 2055, 2031,10147,21
1017,Majutsushi Orphen,7.31, 2056, 1654,14290,99
1016,Gunnm,7.31, 2057, 1496,16692,79
974,Dead Leaves,7.31, 2058, 1061,27996,214
872,Mahou Shoujo Tai Arusu,7.31, 2059, 1901,11570,38
631,Mahoromatic Summer Special,7.31, 2060, 2442,6883,3
629,Mahou Tsukai Tai! OVA,7.31, 2061, 3316,3426,14
394,Ai Yori Aoshi: Enishi,7.31, 2062, 1012,29579,46
24727,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,7.31, 2063, 4251,1816,3
23369,Bakuman. 2 Special,7.31, 2064, 4535,1515,3
21473,Persona 3 the Movie 2: Midsummer Knights Dream,7.3, 2065, 2400,7190,11
16417,Tamako Market,7.3, 2066, 403,67044,266
14829,Fate/kaleid liner Prisma☆Illya,7.3, 2067, 696,42330,121
11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,7.31, 2068, 2934,4607,104
11785,Haiyore! Nyaruko-san,7.3, 2069, 272,87024,431
10948,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma no Hibi,7.3, 2070, 4015,2089,1
10155,Dog Days,7.3, 2071, 487,58692,303
9958,Hayate no Gotoku! Heaven Is a Place on Earth,7.3, 2072, 1475,17203,37
9041,IS: Infinite Stratos,7.3, 2073, 109,143244,1282
8986,Supernatural The Animation,7.3, 2074, 1794,12642,25
8876,Koe de Oshigoto!,7.3, 2075, 890,33719,61
6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,7.3, 2076, 1620,14900,11
4191,Popolocrois Monogatari,7.3, 2077, 5439,853,7
3354,Zombie-Loan Specials,7.3, 2078, 1399,18563,19
3219,Gakuen Utopia Manabi Straight! Special,7.3, 2079, 3054,4153,2
3121,Kodomo no Jikan OVA,7.3, 2080, 1553,15875,17
3009,Tiger Mask,7.3, 2081, 3766,2434,18
2403,Kodomo no Jikan (TV),7.3, 2082, 676,43820,311
1941,Moonlight Mile 1st Season: Lift Off,7.3, 2083, 2993,4392,11
1736,BtX Neo,7.3, 2084, 3957,2160,5
1732,Mahou Sensei Negima! OVA Natsu,7.3, 2085, 1966,10885,20
1080,Sentou Yousei Yukikaze,7.3, 2086, 2387,7298,76
1066,Shakugan no Shana Specials,7.3, 2087, 1220,23340,36
785,Otaku no Video,7.3, 2088, 2187,8808,30
53,Ai Yori Aoshi,7.3, 2089, 587,50327,285
23285,Poulette no Isu,7.29, 2090, 4975,1155,0
21189,Wake Up Girls! Shichinin no Idol,7.29, 2091, 2067,9774,4
16868,Sukitte Ii na yo.: Dareka ga,7.29, 2092, 1708,13653,10
15719,Oda Nobuna no Yabou Soushuuhen,7.29, 2093, 3322,3417,1
12979,Rock Lee no Seishun Full-Power Ninden,7.29, 2094, 1518,16454,80
11339,A-Channel: A-Channel+smile,7.29, 2095, 2075,9723,6
9340,Cheburashka,7.29, 2096, 6697,357,2
8909,Tales of Symphonia The Animation: Tethealla-hen Specials,7.29, 2097, 3303,3447,4
5199,Seto no Hanayome Fan Disc,7.29, 2098, 3219,3718,3
4246,Eureka Seven: Pocket ga Niji de Ippai,7.29, 2099, 1113,26190,87
3946,Jarinko Chie (Movie),7.29, 2100, 5482,829,3
3670,Kikou Souseiki Mospeada,7.29, 2101, 3371,3282,24
3624,Seimei no Kagaku: Micro Patrol,7.29, 2102, 6266,505,1
3437,Mister Ajikko,7.29, 2103, 5219,993,4
3418,Jungle no Ouja Taa-chan,7.29, 2104, 6520,409,3
2993,Rosario to Vampire,7.29, 2105, 66,181845,2295
2747,Astro Boy (1963),7.29, 2106, 3393,3238,12
2667,Doraemon: Nobitas Monstrous Underwater Castle,7.29, 2107, 6106,564,0
2383,Cybersix,7.29, 2108, 3860,2276,18
2009,Yawara! Special: Zutto Kimi no Koto ga... .,7.29, 2109, 6252,510,0
1932,Yes! Precure 5,7.29, 2110, 3038,4216,36
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,7.29, 2111, 4104,1986,6
1886,Fushigiboshi no Futagohime Gyu!,7.29, 2112, 4575,1475,20
1555,Tokimeki Memorial: Only Love,7.29, 2113, 1344,19717,87
1397,Macross 7,7.29, 2114, 1979,10695,84
1362,Street Fighter II: The Movie,7.29, 2115, 1864,11906,51
1145,Kaze no Youjinbou,7.29, 2116, 3208,3751,15
1144,Tenchi Muyo! in Love 2: Haruka Naru Omoi,7.29, 2117, 2231,8465,14
732,Vampire Hunter D,7.29, 2118, 925,32535,186
678,Shadow Skill: Eigi,7.29, 2119, 2532,6303,48
553,Yami no Matsuei,7.29, 2120, 1093,26947,343
459,One Piece (2000),7.29, 2121, 955,31558,160
351,Ojamajo Doremi Sharp,7.29, 2122, 2871,4837,21
20047,Sakura Trick,7.28, 2123, 577,50824,375
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,7.28, 2124, 1234,22707,23
9893,Suite Precure♪,7.28, 2125, 2817,5061,61
8917,Mouretsu Pirates,7.28, 2126, 847,35602,133
7761,Gyagu Manga Biyori +,7.28, 2127, 5714,721,0
7593,Kiss x Sis (TV),7.28, 2128, 165,119923,689
5152,Dragon Ball: Ossu! Kaette Kita Son Gokuu to Nakama-tachi!!,7.28, 2129, 1480,17106,15
4851,Lupin III: Seven Days Rhapsody,7.28, 2130, 4349,1715,1
3363,RD Sennou Chousashitsu,7.28, 2131, 1755,13117,35
3102,Kateikyoushi no Onee-san The Animation: H no Hensachi Agechaimasu,7.28, 2132, 2799,5135,58
2947,Ojamajo Doremi Sharp Movie,7.28, 2133, 4706,1366,2
2803,Densetsu no Yuusha Da Garn,7.28, 2134, 5175,1013,7
2745,Jigoku Sensei Nube OVA,7.28, 2135, 5367,904,4
2490,One Piece: Take Aim! The Pirate Baseball King,7.28, 2136, 1612,14976,10
2176,Kiddy Grade: Ignition,7.28, 2137, 3529,2903,5
1601,Red Garden,7.28, 2138, 1437,17857,91
1539,Touch: Cross Road - Kaze no Yukue,7.28, 2139, 5036,1119,0
1490,Ginga Tetsudou Monogatari,7.28, 2140, 3062,4136,19
1352,Cyber City Oedo 808,7.28, 2141, 2706,5555,57
23153,Hayate no Gotoku! OVA,7.27, 2142, 3948,2168,1
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,7.27, 2143, 2359,7502,2
18411,Gingitsune,7.27, 2144, 1227,23066,46
17677,Buki yo Saraba,7.26, 2145, 3944,2173,2
15933,Vassalord.,7.27, 2146, 2256,8229,40
13183,Fate/Zero Remix,7.27, 2147, 2537,6272,8
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,7.27, 2148, 1670,14172,4
10351,Tenchi Muyo! Ryo-Ohki 2 Special,7.27, 2149, 3721,2536,6
9322,HHH Triple Ecchi,7.28, 2150, 2598,5955,70
8666,Mazinkaiser SKL,7.27, 2151, 2845,4962,14
6747,Dance in the Vampire Bund,7.27, 2152, 305,81621,396
6203,Sasameki Koto,7.27, 2153, 1224,23127,168
6098,Sora no Manimani,7.27, 2154, 1250,22216,45
5832,Tiger Mask Nisei,7.27, 2155, 5141,1036,1
5691,Rekka no Honoo: Final Burning,7.27, 2156, 3423,3168,7
4639,Gosenzosama Banbanzai!,7.27, 2157, 5007,1136,6
4156,Ichigo Mashimaro Episode 0,7.27, 2158, 2297,7935,7
3918,Resort Boin,7.27, 2159, 2567,6138,91
3345,Mikan Enikki,7.27, 2160, 5850,663,4
3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,7.27, 2161, 5498,820,1
3044,Astro Boy (1980),7.27, 2162, 3159,3858,32
3010,Kaiketsu Zorro,7.27, 2163, 3243,3656,16
2987,Ginga Hyouryuu Vifam,7.28, 2164, 5471,837,3
2716,Urayasu Tekkin Kazoku,7.27, 2165, 5913,639,7
2668,Doraemon: Nobita Gets Lost in Space,7.27, 2166, 5914,640,1
2666,Doraemon: Nobita at the Birth of Japan,7.27, 2167, 5804,681,0
2634,Doraemon: Doraemon Comes Back,7.27, 2168, 6361,467,1
1619,Mahou Sensei Negima! OVA Haru,7.27, 2169, 1895,11632,18
1576,Bakumatsu Kikansetsu Irohanihoheto,7.27, 2170, 1256,22063,95
1534,Futari wa Precure: Splash☆Star,7.27, 2171, 3266,3579,21
1246,Yugo the Negotiator,7.27, 2172, 3024,4265,14
1135,Munto: Toki no Kabe wo Koete,7.27, 2173, 2550,6198,6
911,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,7.27, 2174, 3695,2582,4
898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou Tai Saikyou,7.27, 2175, 801,37941,16
650,Gunsmith Cats,7.27, 2176, 2029,10212,48
566,Tetsuwan Birdy,7.27, 2177, 2082,9679,20
380,Fushigi Yuugi OVA,7.27, 2178, 1869,11865,66
325,Peach Girl,7.27, 2179, 876,34449,491
21603,Mekakucity Actors,7.26, 2180, 253,92454,1052
20359,Yamada-kun to 7-nin no Majo,7.25, 2181, 3106,4035,6
19845,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Short Anime Specials,7.26, 2182, 3413,3194,2
17875,Papa no Iukoto wo Kikinasai! OVA,7.26, 2183, 2009,10467,5
15489,Yu-Gi-Oh! Zexal Second,7.26, 2184, 2904,4695,43
15359,Kyousou Giga (2012),7.26, 2185, 1811,12464,22
14543,Koutetsu no Majo Annerose,7.26, 2186, 3797,2385,35
13561,Guilty Crown Specials,7.26, 2187, 2424,7042,9
13409,Moyashimon Returns,7.26, 2188, 1865,11908,5
10276,Prince of Tennis: Mini Theater,7.26, 2189, 3967,2143,2
9055,Tamayura,7.26, 2190, 1499,16674,33
8206,Hime Chen! Otogi Chikku Idol Lilpri,7.26, 2191, 2916,4659,49
8057,Shin Koihime†Musou: Otome Tairan,7.26, 2192, 2084,9642,14
7053,Fault!!,7.26, 2193, 2425,7027,65
6149,Chibi Maruko-chan (1995),7.26, 2194, 6378,462,5
5983,Higepiyo,7.26, 2195, 3172,3831,9
5200,Offside,7.26, 2196, 5786,688,3
5030,Maria†Holic,7.26, 2197, 314,80030,359
3692,Yes! Precure 5 GoGo!,7.26, 2198, 3937,2185,9
2907,Cyborg Kuro-chan,7.26, 2199, 4119,1960,13
2624,Flanders no Inu Boku no Patrasche,7.26, 2200, 6160,542,1
2222,Dr. Slump: Arale-chan,7.26, 2201, 3407,3203,11
1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,7.26, 2202, 2631,5807,8
1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,7.26, 2203, 3120,3970,25
1845,Gaiking: Legend of Daiku-Maryu,7.26, 2204, 4125,1953,8
1588,Mamoru-kun ni Megami no Shukufuku wo!,7.26, 2205, 1760,13069,31
1538,Pumpkin Scissors,7.26, 2206, 1421,18057,63
1493,Project ARMS: The 2nd Chapter,7.26, 2207, 3762,2447,3
1436,Lupin III: The Secret of Twilight Gemini,7.26, 2208, 3706,2567,2
1179,Shingu: Secret of the Stellar Wars,7.26, 2209, 3969,2141,11
665,JoJos Bizarre Adventure (2000),7.26, 2210, 2012,10417,37
609,Saishuu Heiki Kanojo: Another Love Song,7.26, 2211, 2050,9891,10
432,Iria: Zeiram The Animation,7.26, 2212, 2416,7106,41
352,Motto! Ojamajo Doremi,7.26, 2213, 2737,5412,39
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.26, 2214, 1784,12757,72
21729,Cardfight!! Vanguard: Legion Mate-hen,7.24, 2215, 3837,2323,9
20973,Sekai Seifuku: Bouryaku no Zvezda,7.25, 2216, 767,39043,92
19951,Hunter x Hunter: The Last Mission,7.25, 2217, 1767,13005,19
19211,Suisei no Gargantia Specials,7.25, 2218, 1494,16718,7
17699,Toriko Movie: Bishokushin no Special Menu,7.25, 2219, 4414,1645,3
16474,Soushisouai Note: The Animation,7.25, 2220, 4453,1589,8
16442,Precure All Stars New Stage 2: Kokoro no Tomodachi,7.25, 2221, 4939,1186,3
15649,Puchimas!: Petit iDOLM@STER,7.25, 2222, 2565,6152,16
12879,Dantalian no Shoka: Ibarahime,7.25, 2223, 2038,10063,4
12419,Guilty Crown Kiseki: Reassortment,7.25, 2224, 1690,13863,23
10822,Ranma ½: Totteoki Talk Best of Memories,7.26, 2225, 4889,1226,0
8475,Asura,7.25, 2226, 2116,9424,22
8133,Precure All Stars Movie DX2: Kibou no Hikari - Rainbow Jewel wo Mamore!,7.25, 2227, 3961,2149,6
8120,Gotou ni Naritai.,7.25, 2228, 5491,821,4
6867,Halo Legends,7.25, 2229, 1602,15114,71
5279,Sekirei Special,7.25, 2230, 1214,23441,22
4662,Neo Angelique Abyss: Second Age,7.25, 2231, 2074,9726,40
3574,Switch,7.25, 2232, 1757,13073,55
3446,Biohazard: Degeneration,7.25, 2233, 1564,15651,28
2748,Dash! Kappei,7.25, 2234, 4294,1765,16
2416,Grander Musashi RV,7.25, 2235, 5807,680,4
2369,Rental Magica,7.25, 2236, 974,30751,81
2333,Anime Sanjuushi,7.25, 2237, 4580,1470,11
2110,Rockman.EXE Beast,7.25, 2238, 3668,2635,8
2048,Kikou Ryohei Mellowlink,7.25, 2239, 4070,2029,8
1796,Dirty Pair: The Movie,7.25, 2240, 3946,2170,5
1738,Muteki Kanban Musume,7.25, 2241, 2061,9809,33
1569,Otome wa Boku ni Koishiteru,7.25, 2242, 910,33088,125
1543,Yoake Mae yori Ruriiro na: Crescent Love,7.25, 2243, 1464,17356,81
1164,Mahou Senshi Louie,7.25, 2244, 2071,9743,45
1133,Tenchi Muyo! GXP,7.25, 2245, 1712,13610,79
1116,Junkers Come Here,7.25, 2246, 4143,1916,3
1110,Mermaid Melody Pichi Pichi Pitch Pure,7.25, 2247, 1791,12659,153
690,Kyuuketsuhime Miyu (TV),7.25, 2248, 1519,16429,119
550,Yu-Gi-Oh!,7.25, 2249, 539,53913,439
343,Tsukuyomi: Moon Phase,7.25, 2250, 893,33667,200
54,Appleseed (Movie),7.25, 2251, 744,40040,106
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,7.24, 2252, 1049,28383,26
25667,Boy Meets Harem The Animation,7.24, 2253, 6112,570,1
22013,Ghost in the Shell: Nyuumon Arise,7.24, 2254, 4690,1375,2
20479,Choujigen Game Neptune: The Animation OVA,7.24, 2255, 2638,5788,11
15811,Girls und Panzer Specials,7.24, 2256, 2205,8706,4
15097,Tropical Kiss,7.24, 2257, 3144,3921,45
14751,Bishoujo Senshi Sailor Moon: Crystal,7.24, 2258, 687,42963,229
12137,Robotica * Robotics,7.24, 2259, 3716,2548,15
11487,Sekiranun Graffiti,7.24, 2260, 3539,2888,5
10947,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikoma no Hibi,7.24, 2261, 4041,2055,1
10794,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,7.24, 2262, 832,36138,32
10418,Deadman Wonderland OVA,7.24, 2263, 657,45020,35
9159,Kaibutsu Oujo (OVA),7.24, 2264, 2458,6750,9
5902,Hyakujitsu no Bara,7.24, 2265, 1918,11407,59
4650,Outlaw Star Pilot,7.24, 2266, 3491,3019,14
4586,Daisuki! BuBu ChaCha,7.24, 2267, 6082,573,3
3939,Kafun Shoujo Chuuihou! The Animation,7.24, 2268, 2881,4802,53
3667,Strike Witches,7.24, 2269, 441,63083,607
3614,Yakushiji Ryouko no Kaiki Jikenbo,7.24, 2270, 2234,8436,25
3447,Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi,7.24, 2271, 2427,6983,10
2816,Toushou Daimos,7.24, 2272, 3734,2521,18
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,7.24, 2273, 5176,1014,1
2543,Robin Hood no Daibouken,7.24, 2274, 3626,2719,10
2130,Kaibutsu Oujo,7.24, 2275, 935,32312,145
1434,Lupin III: The Pursuit of Harimaos Treasure,7.24, 2276, 3928,2190,1
1215,Mobile Suit Gundam Seed C.E.73: Stargazer,7.24, 2277, 1831,12231,39
1079,Armitage III,7.24, 2278, 1941,11103,55
907,Princess Princess,7.24, 2279, 1020,29332,192
568,Bubblegum Crisis Tokyo 2040,7.24, 2280, 1604,15063,98
548,Wonderful Days,7.24, 2281, 1435,17894,53
25835,Shirobako,7.23, 2282, 1288,21232,29
21333,Kazoku no Hanashi,7.23, 2283, 7400,197,0
20649,Kimi no Iru Machi OVA,7.23, 2284, 2847,4959,3
19619,Jewelpet Tinkle Special,7.23, 2285, 7170,239,0
19117,Toaru Hikuushi e no Koiuta,7.23, 2286, 922,32655,75
18001,Freezing Vibration,7.23, 2287, 815,37276,74
17741,Kimi no Iru Machi,7.23, 2288, 898,33520,157
11009,Pokemon 4D: Pikachu no Kaiyou Adventure,7.23, 2289, 3665,2639,7
10249,Toaru Majutsu no Index II Specials,7.23, 2290, 1656,14282,26
8291,Ojou-sama wa H ga Osuki: The Animation,7.23, 2291, 3366,3286,28
8250,Soukou Kihei Votoms: Koei Futatabi,7.23, 2292, 4986,1145,1
8097,Lupin III: The Last Job,7.23, 2293, 4315,1741,0
7695,Pokemon Diamond & Pearl: Genei no Hasha Zoroark,7.23, 2294, 1689,13893,12
6988,Doraemon: Nobitas Great Mermaid Naval Battle,7.23, 2295, 5686,732,0
6946,Mudazumo Naki Kaikaku: The Legend of Koizumi,7.23, 2296, 2451,6834,17
5978,Kannagi: Moshimo Kannagi ga Attara...,7.23, 2297, 1428,17979,7
5014,Sango Shou Densetsu: Aoi Umi no Elfie,7.23, 2298, 6973,281,0
4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,7.23, 2299, 2942,4564,12
4200,Dirty Pair OVA,7.23, 2300, 4178,1884,3
3421,Kodomo no Omocha OVA,7.23, 2301, 3812,2361,9
2937,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,7.23, 2302, 2309,7856,18
2834,Miracle Girls,7.23, 2303, 4632,1431,5
2192,Saiunkoku Monogatari Specials,7.23, 2304, 3867,2265,8
2135,Sora no Iro Mizu no Iro,7.23, 2305, 2390,7263,77
1944,Photon,7.23, 2306, 2538,6271,28
1688,Nanatsuiro★Drops,7.23, 2307, 1687,13909,82
1602,Soukou no Strain,7.23, 2308, 1879,11753,59
1336,Kyoushoku Soukou Guyver II,7.23, 2309, 3184,3805,35
1264,Yoroiden Samurai Troopers,7.23, 2310, 2203,8707,107
1236,SF Saiyuuki Starzinger,7.23, 2311, 5484,826,9
1209,Nasu: Andalusia no Natsu,7.23, 2312, 3508,2966,3
1020,Mirage of Blaze: Rebels of the River Edge,7.23, 2313, 2951,4543,21
831,Chicchana Yukitsukai Sugar,7.24, 2314, 1836,12186,98
478,Sousei no Aquarion,7.23, 2315, 930,32417,195
461,One Piece: Chinjuujima no Chopper Oukoku,7.23, 2316, 1133,25738,15
448,Tenjou Tenge: The Ultimate Fight,7.23, 2317, 1191,24219,34
252,Madlax,7.23, 2318, 1325,20290,90
169,Shingetsutan Tsukihime,7.23, 2319, 409,66473,461
23447,Ano Natsu de Matteru Special,7.22, 2320, 2609,5909,4
22817,Kindaichi Shounen no Jikenbo Returns,7.22, 2321, 3099,4055,15
21743,Donten ni Warau,7.22, 2322, 1249,22302,71
17115,Pokemon Best Wishes! Season 2: Episode N,7.22, 2323, 2586,6073,11
15711,Bakuman.: Deraman.,7.22, 2324, 3026,4257,7
11841,Qin Shiming Yue Zhi Ye Jin Tianming,7.22, 2325, 7602,160,0
11355,Kono Danshi Uchuujin to Tatakaemasu.,7.22, 2326, 2539,6269,25
11021,Muv-Luv Alternative: Total Eclipse,7.22, 2327, 862,35149,163
10372,Kamisama Dolls,7.22, 2328, 841,35734,59
10017,Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,7.22, 2329, 2298,7930,1
6959,GA: Geijutsuka Art Design Class OVA,7.22, 2330, 3629,2708,1
6909,Jungle Taitei: Yuuki ga Mirai wo Kaeru,7.22, 2331, 5446,851,1
6749,Prince of Tennis: The Band of Princes Film Kick the Future,7.22, 2332, 3472,3054,28
6217,Crayon Shin-chan Movie 03: Unkokusai no Yabou,7.22, 2333, 5407,879,3
4997,Mahoromatic 2 End Year Special,7.22, 2334, 3262,3590,2
3737,Usavich,7.22, 2335, 3205,3755,18
2962,Digimon Adventure 02: Digimon Hurricane Jouriku!! / Chouzetsu Shinka!! Ougon no Digimental,7.22, 2336, 1535,16158,19
2657,Doraemon: Nobita and the Dragon Rider,7.22, 2337, 5556,792,1
2517,Eikoku Koi Monogatari Emma: Intermission,7.22, 2338, 3735,2515,5
2132,Inukami! the Movie,7.22, 2339, 1933,11269,9
2117,Shin Captain Tsubasa,7.22, 2340, 3612,2750,5
2036,Cosmic Baton Girl Comet-san,7.22, 2341, 4850,1259,15
1829,Gedo Senki,7.22, 2342, 752,39780,68
1726,Devil May Cry,7.22, 2343, 179,115364,1150
1565,Pokemon Diamond & Pearl,7.22, 2344, 1092,26992,149
1101,Tenchi Muyo! Manatsu no Eve,7.22, 2345, 2186,8813,12
929,Aura Battler Dunbine,7.22, 2346, 3770,2427,9
524,Onegai Twins OVA,7.22, 2347, 1359,19435,10
367,Akazukin Chacha OVA,7.22, 2348, 4692,1373,2
291,Da Capo Second Season,7.22, 2349, 1381,19113,37
247,Harukanaru Toki no Naka de: Hachiyou Shou,7.22, 2350, 1949,11016,86
151,Re: Cutie Honey,7.22, 2351, 2489,6543,33
23227,Mikakunin de Shinkoukei OVA,7.21, 2352, 2000,10534,2
22859,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,7.21, 2353, 2752,5337,3
19383,Yami Shibai,7.21, 2354, 1706,13668,33
12143,Swing Out Sisters,7.21, 2355, 3398,3221,23
11761,Medaka Box,7.21, 2356, 447,62256,144
10819,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,7.21, 2357, 4819,1284,0
10419,Menkui!,7.21, 2358, 3444,3122,23
8359,Crayon Shin-chan Movie 04: Henderland no Daibouken,7.21, 2359, 5707,725,2
7877,Momoko Kaeru no Uta ga Kikoeru yo,7.21, 2360, 6414,447,1
7728,Hellsing: Psalm of Darkness,7.21, 2361, 2106,9489,21
7654,Tokyo Magnitude 8.0 Recap,7.21, 2362, 3727,2528,5
7066,Mahoromatic: Tadaima◇Okaeri,7.21, 2363, 2908,4680,2
6974,Seikimatsu Occult Gakuin,7.21, 2364, 615,47766,120
6379,Kyou no Go no Ni: Takarabako,7.21, 2365, 2986,4410,1
6312,Youre Under Arrest: Full Throttle Special,7.21, 2366, 4963,1164,0
5343,Monkey Punch Manga Katsudou Dai Shashin,7.21, 2367, 6233,515,3
4926,Marco: Haha wo Tazunete Sanzenri,7.21, 2368, 5776,691,0
4535,Candy☆Boy,7.21, 2369, 958,31452,233
4232,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,7.21, 2370, 2829,5019,6
3432,Chou Mashin Eiyuuden Wataru,7.21, 2371, 6421,445,2
3305,Muteki Koujin Daitarn 3,7.22, 2372, 5456,846,3
3138,Solty Rei Specials,7.21, 2373, 3983,2125,2
2891,Iblard Jikan,7.21, 2374, 2318,7776,10
2825,Sindbad no Bouken,7.21, 2375, 4512,1533,3
2354,Devilman: The Birth,7.21, 2376, 2959,4515,37
2298,Mobile Suit Gundam Seed: After-Phase Between the Stars,7.21, 2377, 2331,7647,7
2264,Jungle Taitei (1997),7.21, 2378, 4772,1315,5
2011,Youre Under Arrest! Mini Specials,7.21, 2379, 3959,2157,2
1592,Hataraki Man,7.21, 2380, 2224,8548,19
1554,Asatte no Houkou,7.21, 2381, 1723,13444,33
1132,Digimon Frontier,7.21, 2382, 645,45743,198
992,Dual Parallel! Trouble Adventures,7.21, 2383, 2225,8547,46
938,Shin Getter Robo Tai Neo Getter Robo,7.21, 2384, 4417,1640,4
393,Escaflowne,7.21, 2385, 1076,27391,95
358,Iriya no Sora UFO no Natsu,7.21, 2386, 1600,15113,56
284,Area 88 (TV),7.21, 2387, 2749,5353,33
48,.hack//Sign,7.21, 2388, 310,80595,851
22877,Seirei Tsukai no Blade Dance,7.2, 2389, 712,41930,213
21879,Sword Art Online: Sword Art Offline - Extra Edition,7.21, 2390, 1993,10573,39
20035,Toaru Majutsu no Index: Endymion no Kiseki Special,7.2, 2391, 2587,6064,5
19051,Imouto Paradise! 2,7.2, 2392, 3799,2378,13
16890,Makai Ouji: Devils and Realist,7.2, 2393, 871,34568,161
11285,Black★Rock Shooter (TV),7.2, 2394, 167,119836,1022
10683,Tentacle and Witches,7.19, 2395, 3390,3243,45
9798,Pandane to Tamago-hime,7.2, 2396, 5211,997,1
8630,Hidan no Aria,7.2, 2397, 235,96718,490
5220,Shangri-La,7.2, 2398, 1002,29940,95
4094,Batman: Gotham Knight,7.2, 2399, 1813,12416,38
4021,Antique Bakery,7.2, 2400, 1482,17079,70
3847,Sekai Meisaku Douwa: Hakuchou no Ouji,7.2, 2401, 6297,491,3
3829,Anne no Nikki,7.2, 2402, 4157,1904,2
3656,Monochrome Factor,7.2, 2403, 1068,27774,186
3027,Hokuto no Ken: Yuria-den,7.2, 2404, 3755,2469,7
2867,Anejiru The Animation: Shirakawa Sanshimai ni Omakase,7.2, 2405, 2745,5373,43
2797,Koukou Tekken-den Tough,7.2, 2406, 4475,1567,14
